Team,Position,Last Name,First Name,Overall
NYJ,ILB,HARRIS,DAVID,81
NYJ,OLB,JENKINS,JORDAN,69
NYJ,LCB,REVIS,DARRELLE,91
NYJ,SS,PRYOR,CALVIN,83
NYJ,FS,GILCHRIST,MARCUS,82
NYJ,RCB,SKRINE,BUSTER,75
NYJ,P,EDWARDS,LACHLAN,72
NYJ,H,EDWARDS,LACHLAN,72
NYJ,PK,FOLK,NICK,79
NYJ,KO,FOLK,NICK,79
NYJ,LS,PURDUM,TANNER,46
NYJ,PS,WATTS,CRAIG,63
NYJ,RES,GIACOMINI,BRENO,69
OAK,LWR,CRABTREE,MICHAEL,83
OAK,RWR,COOPER,AMARI,83
OAK,LT,PENN,DONALD,87
OAK,LG,OSEMELE,KELECHI,89
OAK,C,HUDSON,RODNEY,85
OAK,RG,JACKSON,GABE,83
OAK,RT,WATSON,MENELIK,73
OAK,TE,SMITH,LEE,75
OAK,QB,CARR,DEREK,83
OAK,FB,OLAWALE,JAMIZE,79
OAK,RB,MURRAY,LATAVIUS,81
OAK,RDE,WARD,JIHAD,71
OAK,LDT,WILLIAMS,DAN,88
OAK,NT,ELLIS,JUSTIN,71
OAK,LDE,MACK,KHALIL,94
OAK,SLB,IRVIN,BRUCE,81
OAK,MLB,HEENEY,BEN,70
OAK,WLB,SMITH,MALCOLM,71
OAK,LCB,AMERSON,DAVID,84
OAK,SS,ALLEN,NATE,77
OAK,FS,NELSON,REGGIE,87
OAK,RCB,SMITH,SEAN,88
OAK,P,KING,MARQUETTE,82
OAK,H,KING,MARQUETTE,82
OAK,PK,JANIKOWSKI,SEBASTIAN,79
OAK,KO,JANIKOWSKI,SEBASTIAN,79
OAK,LS,CONDO,JON,42
OAK,KR,JONES,TAIWAN,73
OAK,PS,BRENT,KJ,62
PHI,LWR,HUFF,JOSH,70
PHI,KR,HUFF,JOSH,70
PHI,RWR,AGHOLOR,NELSON,72
PHI,SWR,MATTHEWS,JORDAN,78
PHI,LT,PETERS,JASON,87
PHI,LG,BARBRE,ALLEN,71
PHI,C,KELCE,JASON,85
PHI,RG,BROOKS,BRANDON,80
PHI,RT,JOHNSON,LANE,86
PHI,SUS,JOHNSON,LANE,86
PHI,TE,CELEK,BRENT,79
PHI,QB,WENTZ,CARSON,76
PHI,RB,MATHEWS,RYAN,82
PHI,RDE,GRAHAM,BRANDON,92
PHI,RDT,COX,FLETCHER,93
PHI,LDT,LOGAN,BENNIE,78
PHI,LDE,BARWIN,CONNOR,84
PHI,SLB,BRADHAM,NIGEL,76
PHI,MLB,HICKS,JORDAN,74
PHI,WLB,KENDRICKS,MYCHAL,85
PHI,LCB,MCKELVIN,LEODIS,73
PHI,S,MCLEOD,RODNEY,81
PHI,S,JENKINS,MALCOLM,93
PHI,RCB,CARROLL,NOLAN,76
PHI,P,JONES,DONNIE,79
PHI,H,JONES,DONNIE,79
PHI,PK,STURGIS,CALEB,76
PHI,LS,DORENBOS,JON,44
PHI,PR,SPROLES,DARREN,81
PHI,PS,GREENE,DARRELL,59
PHI,RES,WUJCIAK,CONNOR,60
PIT,LWR,BROWN,ANTONIO,97
PIT,PR,BROWN,ANTONIO,97
PIT,RWR,WHEATON,MARKUS,76
PIT,LT,VILLANUEVA,ALEJANDRO,70
PIT,LG,FOSTER,RAMON,82
PIT,C,POUNCEY,MAURKICE,88
PIT,RG,DECASTRO,DAVID,84
PIT,RT,GILBERT,MARCUS,83
PIT,TE,JAMES,JESSE,67
PIT,QB,ROETHLISBERGER,BEN,93
PIT,FB,NIX,ROOSEVELT,80
PIT,RB,WILLIAMS,DEANGELO,81
PIT,LDE,HEYWARD,CAMERON,88
PIT,NT,HARGRAVE,JAVON,68
PIT,RDE,TUITT,STEPHON,78
PIT,LOLB,MOATS,ARTHUR,78
PIT,LILB,SHAZIER,RYAN,79
PIT,RILB,TIMMONS,LAWRENCE,78
PIT,ROLB,JONES,JARVIS,73
PIT,LCB,GAY,WILLIAM,82
PIT,SS,GOLDEN,ROBERT,74
PIT,FS,MITCHELL,MIKE,84
PIT,RCB,COCKRELL,ROSS,73
PIT,P,BERRY,JORDAN,79
PIT,H,BERRY,JORDAN,79
PIT,PK,BOSWELL,CHRIS,77
PIT,LS,WARREN,GREG,65
PIT,KR,COATES,SAMMIE,70
SD,LWR,BENJAMIN,TRAVIS,78
SD,PR,BENJAMIN,TRAVIS,78
SD,RWR,INMAN,DONTRELLE,72
SD,LT,DUNLAP,KING,82
SD,LG,FRANKLIN,ORLANDO,72
SD,C,SLAUSON,MATT,84
SD,RG,FLUKER,DJ,74
SD,RT,BARKSDALE,JOE,80
SD,TE,GATES,ANTONIO,85
SD,QB,RIVERS,PHILIP,84
SD,RB,GORDON,MELVIN,76
SD,FB,WATT,DEREK,71
SD,LDE,PHILON,DARIUS,65
SD,NT,MEBANE,BRANDON,80
SD,DT,LIUGET,COREY,80
SD,LOLB,INGRAM,MELVIN,86
SD,LILB,TE'O,MANTI,75
SD,RILB,PERRYMAN,DENZEL,76
SD,ROLB,EMANUEL,KYLE,69
SD,LCB,FLOWERS,BRANDON,78
SD,SS,ADDAE,JAHLEEL,74
SD,FS,LOWERY,DWIGHT,79
SD,RCB,VERRETT,JASON,88
SD,NB,HAYWARD,CASEY,84
SD,P,KASER,DREW,76
SD,H,KASER,DREW,76
SD,PK,LAMBO,JOSH,76
SD,KO,LAMBO,JOSH,76
SD,LS,WINDT,MIKE,46
SD,KR,MAGER,CRAIG,69
SD,RES,CLARK,DONAVON,61
SD,SUS,SQUARE,DAMION,62
SEA,LWR,BALDWIN,DOUG,89
SEA,RWR,KEARSE,JERMAINE,80
SEA,LT,SOWELL,BRADLEY,74
SEA,LG,GLOWINSKI,MARK,69
SEA,C,BRITT,JUSTIN,71
SEA,RG,IFEDI,GERMAIN,75
SEA,RT,GILLIAM,GARRY,72
SEA,TE,GRAHAM,JIMMY,89
SEA,TE,WILLSON,LUKE,78
SEA,QB,WILSON,RUSSELL,91
SEA,RB,MICHAEL,CHRISTINE,71
SEA,LDE,BENNETT,MICHAEL,91
SEA,LDT,RUBIN,AHTYBA,74
SEA,RDE,AVRIL,CLIFF,90
SEA,MLB,WAGNER,BOBBY,88
SEA,ROLB,WRIGHT,KJ,88
SEA,LCB,SHERMAN,RICHARD,92
SEA,SS,CHANCELLOR,KAM,91
SEA,FS,THOMAS,EARL,93
SEA,RCB,LANE,JEREMY,77
SEA,P,RYAN,JON,81
SEA,H,RYAN,JON,81
SEA,PK,HAUSCHKA,STEVEN,84
SEA,PR,LOCKETT,TYLER,80
SEA,KR,LOCKETT,TYLER,80
SEA,PS,SMITH,TYE,62
SEA,PS,HEAPS,JAKE,62
SEA,RES,BARNES,TAVARIS,62
SEA,RES,MADDEN,TRE,63
SF,LWR,SMITH,TORREY,78
SF,RWR,PATTON,QUINTON,70
SF,LT,STALEY,JOE,89
SF,LG,BEADLES,ZANE,73
SF,C,KILGORE,DANIEL,71
SF,RG,DAVIS,ANTHONY,78
SF,RT,BROWN,TRENT,65
SF,TE,MCDONALD,VANCE,78
SF,QB,GABBERT,BLAINE,74
SF,RB,HYDE,CARLOS,81
SF,LDT,ARMSTEAD,ARIK,77
SF,NT,PURCELL,MIKE,64
SF,RDT,DIAL,QUINTON,70
SF,LOLB,BROOKS,AHMAD,74
SF,RILB,BOWMAN,NAVORRO,88
SF,ROLB,HAROLD,ELI,70
SF,LCB,BROCK,TRAMAINE,81
SF,SS,BETHEA,ANTOINE,77
SF,FS,REID,ERIC,77
SF,RCB,WARD,JIMMIE,75
SF,P,PINION,BRADLEY,77
SF,H,PINION,BRADLEY,77
SF,PK,DAWSON,PHIL,80
SF,KO,DAWSON,PHIL,80
SF,LS,NELSON,KYLE,44
SF,PS,TAYLOR,KELVIN,67
SF,RES,WILLIAMS,IAN,82
SF,SUS,LYNCH,AARON,83
TB,LWR,JACKSON,VINCENT,82
TB,RWR,EVANS,MIKE,86
TB,LT,SMITH,DONOVAN,77
TB,LG,PAMPHILE,KEVIN,71
TB,C,HAWLEY,JOE,67
TB,RG,MARPET,ALI,77
TB,RT,DOTSON,DEMAR,78
TB,TE,BRATE,CAMERON,75
TB,TE,STOCKER,LUKE,73
TB,QB,WINSTON,JAMEIS,82
TB,RB,MARTIN,DOUG,90
TB,LDE,GHOLSTON,WILLIAM,78
TB,LDT,MCCOY,GERALD,92
TB,RDT,MCDONALD,CLINTON,77
TB,RDE,AYERS,ROBERT,84
TB,SLB,SMITH,DARYL,82
TB,MLB,ALEXANDER,KWON,76
TB,WLB,DAVID,LAVONTE,86
TB,LCB,GRIMES,BRENT,85
TB,SS,CONTE,CHRIS,76
TB,RCB,VERNER,ALTERRAUN,75
TB,P,ANGER,BRYAN,82
TB,H,ANGER,BRYAN,82
TB,PK,AGUAYO,ROBERTO,79
TB,KO,AGUAYO,ROBERTO,79
TB,LS,DEPAOLA,ANDREW,62
TB,PR,HUMPHRIES,ADAM,67
TB,KR,SMITH,RYAN,64
TB,PS,ALLEN,JOSH,62
TB,RES,JOHNSON,GEORGE,70
TEN,LWR,MATTHEWS,RISHARD,79
TEN,RWR,SHARPE,TAJAE,69
TEN,LT,LEWAN,TAYLOR,83
TEN,LG,SPAIN,QUINTON,68
TEN,C,JONES,BEN,74
TEN,RG,WARMACK,CHANCE,75
TEN,RT,CONKLIN,JACK,79
TEN,TE,WALKER,DELANIE,93
TEN,TE,FASANO,ANTHONY,80
TEN,QB,MARIOTA,MARCUS,79
TEN,FB,FOWLER,JALSTON,88
TEN,RB,MURRAY,DEMARCO,83
TEN,LDE,JONES,DAQUAN,68
TEN,NT,WOODS,AL,74
TEN,DT,CASEY,JURRELL,93
TEN,LOLB,MORGAN,DERRICK,81
TEN,LILB,WOODYARD,WESLEY,87
TEN,RILB,WILLIAMSON,AVERY,78
TEN,ROLB,ORAKPO,BRIAN,87
TEN,LCB,COX,PERRISH,78
TEN,FS,JOHNSON,RASHAD,82
TEN,RCB,MCCOURTY,JASON,80
TEN,P,KERN,BRETT,85
TEN,H,KERN,BRETT,85
TEN,PK,SUCCOP,RYAN,81
TEN,KO,SUCCOP,RYAN,81
TEN,LS,BRINKLEY,BEAU,46
TEN,PS,CUNNINGHAM,JEROME,66
TEN,PS,MCBRIDE,TRE,65
TEN,RES,BELL,BYRON,70
WAS,LWR,GARCON,PIERRE,81
WAS,RWR,JACKSON,DESEAN,84
WAS,SWR,CROWDER,JAMISON,74
WAS,PR,CROWDER,JAMISON,74
WAS,LT,WILLIAMS,TRENT,92
WAS,LG,LAUVAO,SHAWN,74
WAS,C,LICHTENSTEIGER,KORY,71
WAS,RG,SCHERFF,BRANDON,78
WAS,RT,MOSES,MORGAN,78
WAS,TE,REED,JORDAN,89
WAS,QB,COUSINS,KIRK,83
WAS,RB,JONES,MATT,77
WAS,LDE,HOOD,ZIGGY,70
WAS,NT,GOLSTON,KEDRIC,71
WAS,RDE,BAKER,CHRIS,81
WAS,WLB,KERRIGAN,RYAN,88
WAS,LILB,COMPTON,WILL,70
WAS,RILB,FOSTER,MASON,72
WAS,SLB,SMITH,PRESTON,77
WAS,LCB,NORMAN,JOSH,94
WAS,SS,BRUTON,DAVID,77
WAS,FS,HALL,DEANGELO,82
WAS,RCB,BREELAND,BASHAUD,81
WAS,P,WAY,TRESS,83
WAS,H,WAY,TRESS,83
WAS,PK,HOPKINS,DUSTIN,77
WAS,LS,SUNDBERG,NICK,54
WAS,KR,ROSS,RASHAD,63
WAS,SUS,REDD,SILAS,69
WAS,RES,GALETTE,JUNIOR,80
